URL,Title,Rating,Story
https://www.imdb.com/title/tt15398776/,Oppenheimer,Rating Not Found,Plot Not Found
https://www.imdb.com/title/tt9362722,Spider-Man: Across the Spider-Verse,Rating Not Found,Plot Not Found
https://www.imdb.com/title/tt15239678,Dune: Part Two,Rating Not Found,Plot Not Found
https://www.imdb.com/title/tt29623480,The Wild Robot,Rating Not Found,Plot Not Found
https://www.imdb.com/title/tt1745960,Top Gun: Maverick,Rating Not Found,Plot Not Found
